Date,Product_ID,Product_Name,Category,Units_Sold,Unit_Price,Revenue,Discount_Applied,Net_Revenue,Location,Sales_Channel,Promotion_Flag,Promotion_Type,Festival_Flag,Stockout_Flag,Restocked_Units,Spoilage_Units,Day_of_Week,Week_Number,Month,Temperature,Festival_Name
2024-06-05,PANEER250G,Paneer 250g,Paneer,307,90,27630,10%,24867.0,Surat,Distributor,1,Discount,0,0,372,8,Wednesday,23,June,37.9,
2024-06-05,CHOC100G,Milk Chocolate 100g,Chocolate,294,40,11760,5%,11172.0,Vadodara,Retail,1,Discount,0,0,330,1,Wednesday,23,June,37.9,
2024-06-05,LASSI200ML,Sweet Lassi 200ml,Beverage,296,20,5920,5%,5624.0,Ahmedabad,Retail,1,Discount,0,0,302,5,Wednesday,23,June,37.9,
2024-06-05,FLAVMILK200,Flavored Milk 200ml,Beverage,192,30,5760,0%,5760.0,Surat,Retail,0,None,0,0,340,3,Wednesday,23,June,37.9,
2024-06-05,ICECREAM500,Ice Cream 500ml,Dessert,331,80,26480,5%,25156.0,Surat,Distributor,1,Discount,0,0,370,2,Wednesday,23,June,37.9,
2024-06-05,BUTTER250G,Salted Butter 250g,Butter,194,120,23280,0%,23280.0,Rajkot,Online,0,None,0,0,388,1,Wednesday,23,June,37.9,
2024-06-05,SHRIKHAND250,Shrikhand 250g,Dessert,304,60,18240,10%,16416.0,Surat,Distributor,1,Discount,0,0,357,6,Wednesday,23,June,37.9,
2024-06-06,MILK500ML,Toned Milk 500ml,Milk,307,25,7675,10%,6907.5,Rajkot,Distributor,1,Discount,0,0,270,0,Thursday,23,June,36.3,
2024-06-06,CURD200G,Fresh Curd 200g,Curd,312,20,6240,5%,5928.0,Vadodara,Distributor,1,Discount,0,1,281,3,Thursday,23,June,36.3,
2024-06-06,GHEE1L,Desi Ghee 1L,Ghee,215,450,96750,10%,87075.0,Rajkot,Online,1,Discount,0,0,386,3,Thursday,23,June,36.3,
2024-06-06,PANEER250G,Paneer 250g,Paneer,223,90,20070,10%,18063.0,Ahmedabad,Distributor,1,Discount,0,0,341,5,Thursday,23,June,36.3,
2024-06-06,CHOC100G,Milk Chocolate 100g,Chocolate,331,40,13240,10%,11916.0,Vadodara,Retail,1,Discount,0,1,309,4,Thursday,23,June,36.3,
2024-06-06,LASSI200ML,Sweet Lassi 200ml,Beverage,259,20,5180,10%,4662.0,Rajkot,Online,1,Discount,0,0,394,5,Thursday,23,June,36.3,
2024-06-06,FLAVMILK200,Flavored Milk 200ml,Beverage,279,30,8370,10%,7533.0,Surat,Distributor,1,Discount,0,0,387,5,Thursday,23,June,36.3,
2024-06-06,ICECREAM500,Ice Cream 500ml,Dessert,338,80,27040,10%,24336.0,Surat,Distributor,1,Discount,0,0,347,3,Thursday,23,June,36.3,
2024-06-06,BUTTER250G,Salted Butter 250g,Butter,347,120,41640,0%,41640.0,Rajkot,Distributor,0,None,0,1,237,1,Thursday,23,June,36.3,
2024-06-06,SHRIKHAND250,Shrikhand 250g,Dessert,403,60,24180,10%,21762.0,Ahmedabad,Distributor,1,Discount,0,1,309,3,Thursday,23,June,36.3,
2024-06-07,MILK500ML,Toned Milk 500ml,Milk,319,25,7975,0%,7975.0,Surat,Retail,0,None,0,1,329,8,Friday,23,June,36.3,
2024-06-07,CURD200G,Fresh Curd 200g,Curd,223,20,4460,0%,4460.0,Ahmedabad,Distributor,0,None,0,0,282,6,Friday,23,June,36.3,
2024-06-07,GHEE1L,Desi Ghee 1L,Ghee,335,450,150750,10%,135675.0,Surat,Distributor,1,Discount,0,1,337,3,Friday,23,June,36.3,
2024-06-07,PANEER250G,Paneer 250g,Paneer,227,90,20430,5%,19408.5,Ahmedabad,Distributor,1,Discount,0,0,297,5,Friday,23,June,36.3,
2024-06-07,CHOC100G,Milk Chocolate 100g,Chocolate,195,40,7800,5%,7410.0,Ahmedabad,Online,1,Discount,0,0,248,0,Friday,23,June,36.3,
2024-06-07,LASSI200ML,Sweet Lassi 200ml,Beverage,208,20,4160,10%,3744.0,Vadodara,Distributor,1,Discount,0,0,312,3,Friday,23,June,36.3,
2024-06-07,FLAVMILK200,Flavored Milk 200ml,Beverage,135,30,4050,5%,3847.5,Vadodara,Distributor,1,Discount,0,0,348,7,Friday,23,June,36.3,
2024-06-07,ICECREAM500,Ice Cream 500ml,Dessert,347,80,27760,5%,26372.0,Rajkot,Retail,1,Discount,0,0,267,7,Friday,23,June,36.3,
2024-06-07,BUTTER250G,Salted Butter 250g,Butter,254,120,30480,10%,27432.0,Vadodara,Online,1,Discount,0,0,272,2,Friday,23,June,36.3,
2024-06-07,SHRIKHAND250,Shrikhand 250g,Dessert,302,60,18120,10%,16308.0,Ahmedabad,Retail,1,Discount,0,0,211,7,Friday,23,June,36.3,
2024-06-08,MILK500ML,Toned Milk 500ml,Milk,284,25,7100,10%,6390.0,Vadodara,Distributor,1,Discount,0,0,263,7,Saturday,23,June,35.5,
2024-06-08,CURD200G,Fresh Curd 200g,Curd,298,20,5960,0%,5960.0,Vadodara,Retail,0,None,0,0,222,5,Saturday,23,June,35.5,
2024-06-08,GHEE1L,Desi Ghee 1L,Ghee,324,450,145800,5%,138510.0,Surat,Retail,1,Discount,0,1,306,4,Saturday,23,June,35.5,
2024-06-08,PANEER250G,Paneer 250g,Paneer,193,90,17370,0%,17370.0,Ahmedabad,Distributor,0,None,0,0,237,5,Saturday,23,June,35.5,
2024-06-08,CHOC100G,Milk Chocolate 100g,Chocolate,280,40,11200,10%,10080.0,Rajkot,Online,1,Discount,0,0,380,5,Saturday,23,June,35.5,
2024-06-08,LASSI200ML,Sweet Lassi 200ml,Beverage,359,20,7180,5%,6821.0,Ahmedabad,Retail,1,Discount,0,1,275,8,Saturday,23,June,35.5,
2024-06-08,FLAVMILK200,Flavored Milk 200ml,Beverage,275,30,8250,10%,7425.0,Ahmedabad,Online,1,Discount,0,0,261,0,Saturday,23,June,35.5,
2024-06-08,ICECREAM500,Ice Cream 500ml,Dessert,432,80,34560,10%,31104.0,Surat,Distributor,1,Discount,0,1,381,5,Saturday,23,June,35.5,
2024-06-08,BUTTER250G,Salted Butter 250g,Butter,231,120,27720,0%,27720.0,Rajkot,Distributor,0,None,0,0,395,8,Saturday,23,June,35.5,
2024-06-08,SHRIKHAND250,Shrikhand 250g,Dessert,290,60,17400,10%,15660.0,Surat,Retail,1,Discount,0,0,349,2,Saturday,23,June,35.5,
2024-06-09,MILK500ML,Toned Milk 500ml,Milk,324,25,8100,5%,7695.0,Rajkot,Online,1,Discount,0,1,289,5,Sunday,23,June,36.2,
2024-06-09,CURD200G,Fresh Curd 200g,Curd,260,20,5200,10%,4680.0,Surat,Retail,1,Discount,0,0,324,4,Sunday,23,June,36.2,
2024-06-09,GHEE1L,Desi Ghee 1L,Ghee,360,450,162000,5%,153900.0,Ahmedabad,Retail,1,Discount,0,1,282,8,Sunday,23,June,36.2,
2024-06-09,PANEER250G,Paneer 250g,Paneer,260,90,23400,10%,21060.0,Ahmedabad,Online,1,Discount,0,0,326,5,Sunday,23,June,36.2,
2024-06-09,CHOC100G,Milk Chocolate 100g,Chocolate,303,40,12120,10%,10908.0,Ahmedabad,Retail,1,Discount,0,0,262,4,Sunday,23,June,36.2,
2024-06-09,LASSI200ML,Sweet Lassi 200ml,Beverage,233,20,4660,5%,4427.0,Vadodara,Online,1,Discount,0,0,369,6,Sunday,23,June,36.2,
2024-06-09,FLAVMILK200,Flavored Milk 200ml,Beverage,358,30,10740,10%,9666.0,Surat,Online,1,Discount,0,1,335,4,Sunday,23,June,36.2,
2024-06-09,ICECREAM500,Ice Cream 500ml,Dessert,308,80,24640,0%,24640.0,Rajkot,Distributor,0,None,0,0,322,4,Sunday,23,June,36.2,
2024-06-09,BUTTER250G,Salted Butter 250g,Butter,300,120,36000,10%,32400.0,Surat,Online,1,Discount,0,0,217,5,Sunday,23,June,36.2,
2024-06-09,SHRIKHAND250,Shrikhand 250g,Dessert,363,60,21780,5%,20691.0,Surat,Distributor,1,Discount,0,0,321,4,Sunday,23,June,36.2,
2024-06-10,MILK500ML,Toned Milk 500ml,Milk,242,25,6050,10%,5445.0,Ahmedabad,Online,1,Discount,0,0,237,1,Monday,24,June,36.7,
2024-06-10,CURD200G,Fresh Curd 200g,Curd,256,20,5120,5%,4864.0,Surat,Online,1,Discount,0,0,361,8,Monday,24,June,36.7,
2024-06-10,GHEE1L,Desi Ghee 1L,Ghee,268,450,120600,10%,108540.0,Surat,Online,1,Discount,0,0,358,0,Monday,24,June,36.7,
2024-06-10,PANEER250G,Paneer 250g,Paneer,264,90,23760,5%,22572.0,Ahmedabad,Distributor,1,Discount,0,0,337,0,Monday,24,June,36.7,
2024-06-10,CHOC100G,Milk Chocolate 100g,Chocolate,278,40,11120,0%,11120.0,Surat,Retail,0,None,0,0,327,8,Monday,24,June,36.7,
2024-06-10,LASSI200ML,Sweet Lassi 200ml,Beverage,310,20,6200,5%,5890.0,Rajkot,Online,1,Discount,0,0,376,3,Monday,24,June,36.7,
2024-06-10,FLAVMILK200,Flavored Milk 200ml,Beverage,354,30,10620,0%,10620.0,Surat,Distributor,0,None,0,1,364,0,Monday,24,June,36.7,
2024-06-10,ICECREAM500,Ice Cream 500ml,Dessert,328,80,26240,0%,26240.0,Vadodara,Online,0,None,0,0,307,0,Monday,24,June,36.7,
2024-06-10,BUTTER250G,Salted Butter 250g,Butter,332,120,39840,10%,35856.0,Surat,Retail,1,Discount,0,1,361,2,Monday,24,June,36.7,
2024-06-10,SHRIKHAND250,Shrikhand 250g,Dessert,307,60,18420,0%,18420.0,Rajkot,Distributor,0,None,0,0,302,3,Monday,24,June,36.7,
2024-06-11,MILK500ML,Toned Milk 500ml,Milk,269,25,6725,10%,6052.5,Ahmedabad,Online,1,Discount,0,0,320,1,Tuesday,24,June,39.9,
2024-06-11,CURD200G,Fresh Curd 200g,Curd,263,20,5260,5%,4997.0,Surat,Distributor,1,Discount,0,0,307,4,Tuesday,24,June,39.9,
2024-06-11,GHEE1L,Desi Ghee 1L,Ghee,262,450,117900,5%,112005.0,Ahmedabad,Retail,1,Discount,0,0,326,5,Tuesday,24,June,39.9,
2024-06-11,PANEER250G,Paneer 250g,Paneer,316,90,28440,0%,28440.0,Surat,Retail,0,None,0,1,389,6,Tuesday,24,June,39.9,
2024-06-11,CHOC100G,Milk Chocolate 100g,Chocolate,319,40,12760,10%,11484.0,Surat,Online,1,Discount,0,1,378,3,Tuesday,24,June,39.9,
2024-06-11,LASSI200ML,Sweet Lassi 200ml,Beverage,276,20,5520,0%,5520.0,Ahmedabad,Online,0,None,0,0,355,4,Tuesday,24,June,39.9,
2024-06-11,FLAVMILK200,Flavored Milk 200ml,Beverage,274,30,8220,0%,8220.0,Ahmedabad,Retail,0,None,0,0,223,2,Tuesday,24,June,39.9,
2024-06-11,ICECREAM500,Ice Cream 500ml,Dessert,367,80,29360,5%,27892.0,Vadodara,Distributor,1,Discount,0,0,319,6,Tuesday,24,June,39.9,
2024-06-11,BUTTER250G,Salted Butter 250g,Butter,245,120,29400,0%,29400.0,Vadodara,Retail,0,None,0,0,256,2,Tuesday,24,June,39.9,
2024-06-11,SHRIKHAND250,Shrikhand 250g,Dessert,342,60,20520,5%,19494.0,Ahmedabad,Online,1,Discount,0,0,309,1,Tuesday,24,June,39.9,
2024-06-12,MILK500ML,Toned Milk 500ml,Milk,266,25,6650,5%,6317.5,Vadodara,Distributor,1,Discount,0,0,379,7,Wednesday,24,June,30.7,
2024-06-12,CURD200G,Fresh Curd 200g,Curd,161,20,3220,0%,3220.0,Rajkot,Online,0,None,0,0,394,2,Wednesday,24,June,30.7,
2024-06-12,GHEE1L,Desi Ghee 1L,Ghee,361,450,162450,10%,146205.0,Surat,Online,1,Discount,0,1,390,8,Wednesday,24,June,30.7,
2024-06-12,PANEER250G,Paneer 250g,Paneer,293,90,26370,10%,23733.0,Ahmedabad,Distributor,1,Discount,0,0,348,3,Wednesday,24,June,30.7,
2024-06-12,CHOC100G,Milk Chocolate 100g,Chocolate,298,40,11920,10%,10728.0,Rajkot,Online,1,Discount,0,0,396,4,Wednesday,24,June,30.7,
2024-06-12,LASSI200ML,Sweet Lassi 200ml,Beverage,250,20,5000,10%,4500.0,Ahmedabad,Retail,1,Discount,0,0,393,1,Wednesday,24,June,30.7,
2024-06-12,FLAVMILK200,Flavored Milk 200ml,Beverage,288,30,8640,10%,7776.0,Surat,Retail,1,Discount,0,0,225,4,Wednesday,24,June,30.7,
2024-06-12,ICECREAM500,Ice Cream 500ml,Dessert,421,80,33680,10%,30312.0,Rajkot,Retail,1,Discount,0,1,294,8,Wednesday,24,June,30.7,
2024-06-12,BUTTER250G,Salted Butter 250g,Butter,345,120,41400,0%,41400.0,Vadodara,Distributor,0,None,0,1,354,8,Wednesday,24,June,30.7,
2024-06-12,SHRIKHAND250,Shrikhand 250g,Dessert,423,60,25380,0%,25380.0,Ahmedabad,Online,0,None,0,1,312,1,Wednesday,24,June,30.7,
2024-06-13,MILK500ML,Toned Milk 500ml,Milk,269,25,6725,5%,6388.75,Surat,Distributor,1,Discount,0,0,323,2,Thursday,24,June,37.9,
2024-06-13,CURD200G,Fresh Curd 200g,Curd,269,20,5380,5%,5111.0,Vadodara,Retail,1,Discount,0,0,352,7,Thursday,24,June,37.9,
2024-06-13,GHEE1L,Desi Ghee 1L,Ghee,261,450,117450,10%,105705.0,Vadodara,Retail,1,Discount,0,0,397,5,Thursday,24,June,37.9,
2024-06-13,PANEER250G,Paneer 250g,Paneer,281,90,25290,5%,24025.5,Rajkot,Distributor,1,Discount,0,0,263,2,Thursday,24,June,37.9,
2024-06-13,CHOC100G,Milk Chocolate 100g,Chocolate,263,40,10520,10%,9468.0,Surat,Retail,1,Discount,0,0,266,4,Thursday,24,June,37.9,
2024-06-13,LASSI200ML,Sweet Lassi 200ml,Beverage,277,20,5540,10%,4986.0,Surat,Distributor,1,Discount,0,0,400,4,Thursday,24,June,37.9,
2024-06-13,FLAVMILK200,Flavored Milk 200ml,Beverage,361,30,10830,5%,10288.5,Rajkot,Online,1,Discount,0,1,296,4,Thursday,24,June,37.9,
2024-06-13,ICECREAM500,Ice Cream 500ml,Dessert,361,80,28880,0%,28880.0,Rajkot,Online,0,None,0,0,211,4,Thursday,24,June,37.9,
2024-06-13,BUTTER250G,Salted Butter 250g,Butter,257,120,30840,0%,30840.0,Surat,Online,0,None,0,0,235,1,Thursday,24,June,37.9,
2024-06-13,SHRIKHAND250,Shrikhand 250g,Dessert,323,60,19380,0%,19380.0,Surat,Online,0,None,0,0,245,8,Thursday,24,June,37.9,
2024-06-14,MILK500ML,Toned Milk 500ml,Milk,352,25,8800,5%,8360.0,Rajkot,Online,1,Discount,0,1,267,8,Friday,24,June,41.7,
2024-06-14,CURD200G,Fresh Curd 200g,Curd,282,20,5640,10%,5076.0,Vadodara,Retail,1,Discount,0,0,353,4,Friday,24,June,41.7,
2024-06-14,GHEE1L,Desi Ghee 1L,Ghee,175,450,78750,0%,78750.0,Vadodara,Distributor,0,None,0,0,243,0,Friday,24,June,41.7,
2024-06-14,PANEER250G,Paneer 250g,Paneer,293,90,26370,5%,25051.5,Surat,Online,1,Discount,0,0,375,5,Friday,24,June,41.7,
2024-06-14,CHOC100G,Milk Chocolate 100g,Chocolate,217,40,8680,0%,8680.0,Ahmedabad,Distributor,0,None,0,0,398,6,Friday,24,June,41.7,
2024-06-14,LASSI200ML,Sweet Lassi 200ml,Beverage,259,20,5180,10%,4662.0,Vadodara,Distributor,1,Discount,0,0,254,5,Friday,24,June,41.7,
2024-06-14,FLAVMILK200,Flavored Milk 200ml,Beverage,276,30,8280,10%,7452.0,Surat,Distributor,1,Discount,0,0,268,1,Friday,24,June,41.7,
2024-06-14,ICECREAM500,Ice Cream 500ml,Dessert,361,80,28880,0%,28880.0,Vadodara,Distributor,0,None,0,0,318,8,Friday,24,June,41.7,
2024-06-14,BUTTER250G,Salted Butter 250g,Butter,306,120,36720,5%,34884.0,Vadodara,Retail,1,Discount,0,0,228,1,Friday,24,June,41.7,
2024-06-14,SHRIKHAND250,Shrikhand 250g,Dessert,295,60,17700,0%,17700.0,Surat,Online,0,None,0,0,332,3,Friday,24,June,41.7,
2024-06-15,MILK500ML,Toned Milk 500ml,Milk,270,25,6750,10%,6075.0,Ahmedabad,Distributor,1,Discount,0,0,346,2,Saturday,24,June,37.3,
2024-06-15,CURD200G,Fresh Curd 200g,Curd,250,20,5000,5%,4750.0,Surat,Online,1,Discount,0,0,351,4,Saturday,24,June,37.3,
2024-06-15,GHEE1L,Desi Ghee 1L,Ghee,213,450,95850,10%,86265.0,Rajkot,Online,1,Discount,0,0,399,5,Saturday,24,June,37.3,
2024-06-15,PANEER250G,Paneer 250g,Paneer,242,90,21780,10%,19602.0,Ahmedabad,Distributor,1,Discount,0,0,200,2,Saturday,24,June,37.3,
2024-06-15,CHOC100G,Milk Chocolate 100g,Chocolate,217,40,8680,5%,8246.0,Vadodara,Retail,1,Discount,0,0,333,3,Saturday,24,June,37.3,
2024-06-15,LASSI200ML,Sweet Lassi 200ml,Beverage,307,20,6140,10%,5526.0,Ahmedabad,Online,1,Discount,0,0,331,0,Saturday,24,June,37.3,
2024-06-15,FLAVMILK200,Flavored Milk 200ml,Beverage,267,30,8010,10%,7209.0,Surat,Retail,1,Discount,0,0,325,1,Saturday,24,June,37.3,
2024-06-15,ICECREAM500,Ice Cream 500ml,Dessert,399,80,31920,5%,30324.0,Surat,Retail,1,Discount,0,1,292,8,Saturday,24,June,37.3,
2024-06-15,BUTTER250G,Salted Butter 250g,Butter,232,120,27840,5%,26448.0,Vadodara,Retail,1,Discount,0,0,390,0,Saturday,24,June,37.3,
2024-06-15,SHRIKHAND250,Shrikhand 250g,Dessert,291,60,17460,10%,15714.0,Vadodara,Distributor,1,Discount,0,0,297,2,Saturday,24,June,37.3,
2024-06-16,MILK500ML,Toned Milk 500ml,Milk,225,25,5625,5%,5343.75,Vadodara,Distributor,1,Discount,0,0,388,3,Sunday,24,June,34.4,
2024-06-16,CURD200G,Fresh Curd 200g,Curd,300,20,6000,5%,5700.0,Ahmedabad,Retail,1,Discount,0,0,335,7,Sunday,24,June,34.4,
2024-06-16,GHEE1L,Desi Ghee 1L,Ghee,317,450,142650,5%,135517.5,Vadodara,Distributor,1,Discount,0,1,284,6,Sunday,24,June,34.4,
2024-06-16,PANEER250G,Paneer 250g,Paneer,238,90,21420,0%,21420.0,Rajkot,Distributor,0,None,0,0,206,6,Sunday,24,June,34.4,
2024-06-16,CHOC100G,Milk Chocolate 100g,Chocolate,303,40,12120,0%,12120.0,Ahmedabad,Retail,0,None,0,0,213,6,Sunday,24,June,34.4,
2024-06-16,LASSI200ML,Sweet Lassi 200ml,Beverage,253,20,5060,10%,4554.0,Rajkot,Retail,1,Discount,0,0,283,3,Sunday,24,June,34.4,
2024-06-16,FLAVMILK200,Flavored Milk 200ml,Beverage,210,30,6300,10%,5670.0,Ahmedabad,Retail,1,Discount,0,0,220,5,Sunday,24,June,34.4,
2024-06-16,ICECREAM500,Ice Cream 500ml,Dessert,336,80,26880,0%,26880.0,Surat,Distributor,0,None,0,0,210,1,Sunday,24,June,34.4,
2024-06-16,BUTTER250G,Salted Butter 250g,Butter,313,120,37560,5%,35682.0,Surat,Distributor,1,Discount,0,1,275,4,Sunday,24,June,34.4,
2024-06-16,SHRIKHAND250,Shrikhand 250g,Dessert,290,60,17400,5%,16530.0,Rajkot,Distributor,1,Discount,0,0,211,3,Sunday,24,June,34.4,
2024-06-17,MILK500ML,Toned Milk 500ml,Milk,219,25,5475,10%,4927.5,Ahmedabad,Distributor,1,Discount,0,0,245,7,Monday,25,June,33.9,
2024-06-17,CURD200G,Fresh Curd 200g,Curd,198,20,3960,0%,3960.0,Vadodara,Distributor,0,None,0,0,358,4,Monday,25,June,33.9,
2024-06-17,GHEE1L,Desi Ghee 1L,Ghee,228,450,102600,10%,92340.0,Ahmedabad,Retail,1,Discount,0,0,368,6,Monday,25,June,33.9,
2024-06-17,PANEER250G,Paneer 250g,Paneer,332,90,29880,5%,28386.0,Surat,Retail,1,Discount,0,1,345,7,Monday,25,June,33.9,
2024-06-17,CHOC100G,Milk Chocolate 100g,Chocolate,287,40,11480,0%,11480.0,Vadodara,Distributor,0,None,0,0,343,8,Monday,25,June,33.9,
